0,-26.3869
0.733387,-2.45688
0.997969,-23.7022
1.52233,1.27751
1.77832,4.00914
2.65218,-3.43362
2.98015,-23.7809
3.73984,1.68138
4.70471,-7.39028
4.8456,-27.2589
5.4009,-2.81654
6.11011,1.72569
6.94927,7.31129
7.45541,-2.58222
8.33623,0.970592
8.70357,-26.4027
9.48625,1.9542
9.81792,-0.44319
9.98734,-2.79017
10.2097,1.70157
10.729,3.48163
11.6559,4.75561
12.5229,-27.3356
13.0029,-2.8477
13.8766,-7.18404
14.3953,-25.7572
14.5621,-2.90956
14.9954,-2.09306
15.121,-3.08776
16.1108,7.45662
17.0585,-1.5492
17.7823,-4.50298
18.5054,-5.53878
18.7177,5.16667
18.9659,-0.163377
19.845,1.75746
20.8311,3.69663
21.3073,2.03004
21.9461,3.1978
22.8971,-4.97814
23.4141,4.9801
23.6083,-2.37833
24.2685,-3.05227
24.6247,5.13925
25.2249,6.62972
25.766,-2.71265
26.3895,0.570381
26.7724,-26.5194
27.5451,-7.40655
28.2381,-3.29972
28.7434,-27.6912
29.0354,3.16137
29.6553,-25.2017
30.0276,1.23473
30.6996,-24.878
31.1931,1.89069
31.9842,-0.981973
32.723,-1.15144
33.5498,-25.1742
34.3665,6.21357
35.095,3.30639
35.8695,-1.79012
36.41,-18.7373
36.8617,-3.13403
37.7484,1.43443
38.4372,1.7462
38.7679,-4.17742
39.6408,2.80467
39.8057,2.02736
40.6752,-4.02143
41.4992,0.533499
42.0811,-25.7269
43.0448,-23.7805
43.5289,6.5493
44.367,2.52459
44.9309,-20.1704
45.8562,-7.5216
46.3177,4.74793
47.1646,-2.68942
47.8626,-32.1258
48.0171,1.87732
48.3693,-0.819677
49.2592,-0.284309
49.9336,1.28492
50.5582,-5.05146
51.1201,-3.57472
51.288,-1.12405
51.7037,-28.4432
52.0043,5.14105
52.8991,2.10147
53.1314,-6.13457
54.0606,2.20641
54.7298,6.56465
55.4027,6.3374
55.7835,-3.31993
56.3395,-2.35274
56.7011,3.65796
57.3126,7.7027
57.7416,-5.49372
58.1681,0.812587
58.6491,1.95672
58.9021,-5.26885
59.8104,0.749896
60.2551,-27.3155
60.8923,-2.57089
61.6387,-4.83168
62.5473,3.47764
63.1097,-20.826
63.3177,-0.918276
64.0732,-27.6707
64.3335,-2.61542
64.596,5.87695
64.7038,1.57167
64.854,-3.79005
65.6909,3.91283
66.3232,1.77128
66.9353,-27.3334
67.8402,1.00547
68.7882,-7.63973
69.6009,-1.315
70.4005,4.48178
70.5809,-3.94124
71.3227,-4.56755
71.7916,-21.8637
72.5448,-3.43877
72.6675,-27.6453
73.5924,3.69431
73.7072,-19.0625
74.3414,1.92435
74.6953,-26.0312
75.1366,-2.80725
75.2518,-7.0225
75.7586,3.67272
76.1082,-3.49864
76.5682,-27.0761
76.7121,-1.02523
77.7081,1.96133
78.0767,-1.87089
78.683,-3.50593
78.887,1.79466
79.0112,0.845672
79.7777,-5.72099
80.1443,6.57475
80.2762,6.54834
81.093,-0.052103
81.2965,-25.3814
81.9607,0.527308
82.3896,-26.0837
82.4979,-7.7945
83.1101,-2.75463
83.3517,-21.8123
84.1597,-20.5929
84.8522,6.59442
85.7357,-1.57793
86.0126,1.99483
86.4583,-3.19216
87.3644,5.55416
87.5662,2.86699
88.0268,-24.0377
88.5671,3.22836
89.0227,-32.1924
89.8246,-4.29884
90.3801,-2.03741
91.2426,6.29796
91.3941,4.45168
92.3095,-4.04052
93.2159,4.61373
93.3635,1.50405
93.6475,-5.89292
94.1602,-2.18159
94.4118,-3.88858
94.7199,-22.2457
94.9992,-1.72444
95.5173,-4.65139
95.8574,6.90096
96.8534,-3.25649
97.4751,-2.03042
98.3794,2.86483
98.8043,-5.54307
99.4343,-23.4451
99.9508,-1.06297
100.517,-18.562
100.955,-2.29149
101.164,6.91807
101.614,-2.72516
102.229,0.684223
102.784,-6.32866
103.14,7.23963
103.857,4.00662
104.772,-2.86813
105.568,0.0351968
105.741,6.96606
106.458,1.68374
106.81,0.737581
107.744,6.35359
108.513,1.72106
108.78,-1.06123
109.622,6.72737
110.438,3.71843
110.889,-19.9588
