0,-3.28901
0.307837,0.729502
1.17163,-1.9948
1.53417,4.72945
2.03105,-5.02344
2.82772,-17.7158
3.38952,-3.72785
4.2147,-2.27015
4.41842,-2.27017
5.16766,-2.38056
5.9296,5.27483
6.25019,-2.24852
6.5775,-4.79448
6.86969,3.21049
7.4762,-3.30895
8.41004,-19.7643
9.35259,-21.1093
9.70412,-4.89286
10.4283,-18.3655
10.8324,-5.64795
11.6812,-18.8611
12.2605,1.29344
12.9563,-3.21023
13.3854,4.06428
13.81,-23.7477
14.3039,0.0788651
15.057,-4.39975
15.5956,3.12858
16.4397,-0.828483
16.9724,-22.0721
17.7542,4.97718
18.697,1.2958
19.4375,-4.30953
20.0831,3.23713
20.3884,-19.8485
20.6258,-2.36985
21.0681,3.39186
21.8352,-0.389803
22.7978,-5.19755
23.3438,4.79058
23.8602,-3.80889
24.5847,-21.7872
25.3513,4.12236
26.0949,-2.97705
27.0117,-5.25266
27.3848,0.774945
28.0623,-2.73434
28.9215,-22.0216
29.5462,3.17772
29.9479,0.734065
30.2112,-5.4388
30.6846,3.78981
31.5656,-3.09367
32.4248,-2.77377
33.2273,-19.1976
33.5329,-4.19415
33.886,3.54983
34.4417,-25.9655
35.1858,5.32171
35.383,2.53837
36.3713,2.39651
36.8973,-1.84204
37.0372,0.771609
37.7661,-25.0353
37.9377,-4.03572
38.2829,4.8022
39.1492,-3.00209
39.6631,3.39799
39.7754,-19.0432
40.6043,2.73621
41.5642,4.43187
42.0929,-26.6054
42.6463,5.06849
43.3728,-4.83375
43.6451,1.09716
44.1152,-18.7691
45.1148,-0.0405321
45.9647,5.18486
46.294,-21.589
46.9183,3.30239
47.1698,4.95801
47.6626,-4.47958
48.6602,-22.0497
48.7927,-2.09649
49.1446,3.40926
49.9448,-1.47075
50.2829,5.65139
50.8879,-5.69382
51.2438,2.45001
52.226,-0.504462
52.9281,-25.5394
53.2723,0.970827
53.7805,-0.168884
54.5226,4.69263
55.4957,-0.223703
56.0755,-19.2924
57.0628,-0.67212
57.9022,4.73035
58.8958,4.98028
59.8955,1.21259
60.5637,-25.0244
61.5173,-22.5068
62.0457,3.85317
62.2673,5.02868
62.9473,-3.14692
63.648,-0.559914
64.2398,1.42763
64.9194,-25.0899
65.47,3.76337
66.2911,1.34566
66.595,5.51801
67.2971,-2.97429
67.6109,4.32011
67.9125,1.14909
68.6471,2.56714
69.2128,-25.9746
69.3146,-23.0636
70.2873,-27.812
70.458,-3.96611
70.8156,5.33823
71.7706,0.561029
72.5434,-24.7641
73.1452,2.06435
73.6084,-26.2994
74.1233,5.21907
74.6982,-28.1677
75.6412,-2.78414
76.1434,1.34064
76.5577,0.442649
77.4943,1.9516
77.9962,-25.1005
78.9787,-27.5407
79.8688,0.00165784
80.7991,1.30761
81.0033,-2.25848
81.5734,3.85396
82.2044,-25.5306
82.9003,4.75094
83.1502,-2.12726
83.3317,-27.235
83.8487,3.89831
84.3024,-2.01568
85.086,1.58691
85.8169,2.81934
86.4722,-5.07562
86.9904,3.94082
87.287,3.82078
87.9441,-1.057
88.435,1.31785
88.8023,-25.2316
89.7169,-4.28862
90.1629,3.19977
90.303,5.44582
90.8195,-5.08295
91.6286,3.54534
92.1835,-21.2143
93.1749,-24.6946
93.927,-2.64464
94.8842,2.77042
95.2899,-27.0983
95.9785,2.81742
96.4376,-25.5256
96.8259,2.77068
97.4047,-3.39257
97.794,3.96615
98.2864,-3.25764
98.4354,-5.59187
99.3557,-0.801863
99.544,-4.7259
99.8428,-1.30491
99.9447,1.19622
100.55,-2.16109
101.203,2.99296
101.988,1.12589
102.324,4.80323
102.632,-3.27578
102.936,-27.0539
103.468,4.79673
104.333,2.09407
105.028,-21.2221
105.828,-2.444
106.608,5.69856
106.748,3.64943
107.588,3.43825
107.884,3.03031
108.734,2.7333
109.129,-2.08006
109.416,-22.9551
110.018,1.38681
110.371,-5.49533
110.964,5.73965
111.254,-0.813855
111.965,3.48818
112.847,-18.8338
113.616,-3.89368
113.717,-2.90195
114.09,4.91673
114.909,-25.3511
115.83,-4.5838
116.292,2.88267
